CODICESCUOLA,SITOWEBSCUOLA,SITOWEBSCUOLA_FIX
TPPM03201C,www.liceicastelvetrano.edu.it,https://liceicastelvetrano.edu.it/
CATD027013,http//www.asproni-fermi.it,https://www.asproni-fermi.it
BOPS080005,www.liceovinci.gov.it,https://www.liceovinci.edu.it
TERC00801L,www.iisdipopparozzi.it,https://www.iisdipopparozzi.it
PSPS01000G,www.liceotorelli.edu.it,https://liceotorelli.edu.it/
TAPS20000Q,www.pitagorataranto.gov.it,https://www.pitagorataranto.edu.it
TOTF01201A,www.istitutoolivetti.it,https://www.istitutoolivetti.it
MIPS11002E,levi.gov.it,https://www.levi.edu.it
RMPS130006,WWW.LICEOSCIENTIFICOGALILEI.GOV.IT,https://www.LICEOSCIENTIFICOGALILEI.edu.IT
NARI08601L,www.isisdemedici.it,https://www.isisdemedici.it
AGRI024029,www.iissfermi.edu.it,https://www.iissfermi.edu.it
MIPS10101P,www.torricellimi.gov.it,https://www.torricellimi.edu.it
GERH01000G,www.marcopolo.gov.it,https://www.marcopolo.edu.it
NATL14301L,polotecnicofermigadda.edu.it,https://www.polotecnicofermigadda.edu.it
RMPS65000Q,www.liceodemocrito.edu.it,https://www.liceodemocrito.edu.it
TOPS340002,http//www.lsgobettitorino.gov.it,https://www.lsgobettitorino.edu.it
BITL007015,www.iisgaeaulenti.it,https://www.iisgaeaulenti.it
BAPS080006,www.liceonuzzi.gov.it,https://www.liceonuzzi.edu.it
PDPS02000C,http//www.liceofermipadova.gov.it,https://www.liceofermipadova.edu.it
CSRI01401X,www.iispoloamantea.gov.it,https://www.iispoloamantea.edu.it
NAPC11601V,www.isisrosmini.gov.it,https://www.isisrosmini.edu.it
CSPS068013,www.iisliceocariati.gov.it,https://www.iisliceocariati.edu.it
BNTD022019,www.carafagiustiniani.gov.it,https://www.carafagiustiniani.edu.it
GERH01001L,www.marcopolo.gov.it,https://www.marcopolo.edu.it
AVPC090015,http//www.liceocolletta.gov.it,https://www.liceocolletta.edu.it
ANRI01101B,www.laeng-meucci.edu.it,https://www.laeng-meucci.edu.it
VTTD00601V,www.iiscolasanti.it,https://iiscolasanti.edu.it/
BATF060003,www.itisandria.gov.it,https://www.itisandria.edu.it
CLPC02000X,www.liceorsettimo.gov.it,https://www.liceorsettimo.edu.it
GRTF00701R,www.scuoletoscane.it,https://www.scuoletoscane.it
BSTD038016,www.iisleinaudi.gov.it,https://iisleinaudi.edu.it/
CHPS01701Q,www.liceoavolta.it,https://www.liceoavolta.edu.it/
BSTD01301T,www.cossali.edu.it,https://www.cossali.edu.it
TAPS021014,www.lentinieinstein-mottola.gov.it,https://www.lentinieinstein-mottola.edu.it
PGPC07000G,www.liceoassisi.it,https://www.liceoproperzio.edu.it/
RMPC11601T,www.iiselianoluzzatti.gov.it,https://www.iiselianoluzzatti.edu.it
BRTF02000P,www.itisff.it,https://www.itisff.it
NAPS05000G,www.liceomercalli.it,https://www.liceomercalli.it
FGTD061012,www.itclucera.it,https://itclucera.it/
CSTA02301V,www.iissdiamante.gov.it,https://www.iissdiamante.edu.it
CRPS01000V,www.liceoaselli.gov.it,https://www.liceoaselli.edu.it
RCRI02601R,www.boccionifermi.it,https://www.boccionifermi.it
SRPC00301C,www.polivalentepalazzolo.com,https://www.polivalentepalazzolo.com
CERI02801P,www.isisscontiaversa.gov.it,https://www.isisscontiaversa.edu.it
FGTD060005,www.itclucera.it,https://itclucera.it/
AVTD03000B,www.iteamabile.gov.it,https://www.iteamabile.edu.it
AQRC007018,www.iisdavincicolecchiaq.gov.it,https://www.iisdavincicolecchiaq.edu.it
CTRI00901G,www.iscapizzi.gov.it,https://www.iscapizzi.edu.it
GETF014018,www.calvino.ge.it,https://calvino.edu.it/
PDTD00301G,www.cattaneo-mattei.edu.it,https://www.cattaneo-mattei.edu.it
NAPS82000P,www.convittonapoli.it,https://www.convittonapoli.it
NATF08601D,itidavinci.it,https://www.itidavinci.it
RGTA017012,http//www.fermivittoria.it/,https://www.fermivittoria.it/
BATD04000G,www.itetsalvemini.gov.it,https://www.itetsalvemini.edu.it
PVRC00201X,http/www.caramuelroncalli.it,https://www.caramuelroncalli.it
NATD01101T,www.adrianotilgher.edu.it,https://www.adrianotilgher.edu.it
CBPS02301E,www.majoranatermoli.edu.it,https://www.majoranatermoli.edu.it
BIRH00702N,www.iisgaeaulenti.it,https://www.iisgaeaulenti.it
BAPS04001R,www.liceofermicanosa.gov.it,https://www.liceofermicanosa.edu.it
CSTD08000C,http//www.itcpalma.it,https://www.itcpalma.it
BAPC05401G,orianitandoi.gov.it,https://www.orianitandoi.edu.it
PERA002014,www.omnicomprensivoalanno.gov.it,https://www.omnicomprensivoalanno.edu.it
LERC017013,www.bottazzi.gov.it,https://www.bottazzi.edu.it
PDPM01000V,liceoducadaosta.eu,https://www.liceoducadaosta.eu
FITD03101V,http//www.iisscalamandrei.edu.it,https://www.iisscalamandrei.edu.it
SSPC04000T,www.liceodettori.edu.it,https://www.liceodettori.edu.it
KRPS02001R,krps02000q@istruzione.it,https://www.krps02000q@istruzione.it
BNTD01201P,www.istitutosuperiorediana.gov.it,https://www.istitutosuperiorediana.edu.it
SIRI00701Q,www.istitutovaldichiana.it,https://www.istitutovaldichiana.it
TORI01201D,www.istitutoolivetti.it,https://www.istitutoolivetti.it
BAPS38000R,WWW.liceimolfetta.gov.it,https://www.liceimolfetta.edu.it
NATD11201E,www.cesaro-vesevus.gov.it,https://www.cesaro-vesevus.edu.it
BGPS05000B,www.liceomascheroni.it,https://www.liceomascheroni.it
VVPS01000R,www.liceobertovibo.gov.it,https://www.liceobertovibo.edu.it
PGPC09000R,www.liceoclassicofoligno.gov.it,https://liceoclassicofoligno.edu.it/
PZRI021014,WWW.LICEOVENOSA.GOV.IT,https://www.LICEOVENOSA.edu.IT
SSTF010007,www.itiangioy.gov.it,https://www.itiangioy.edu.it
TOSL020003,www.liceocottini.it,https://www.liceocottini.it
RCSL023011,http//www.iisvgerace.gov.it,https://www.iisvgerace.edu.it
CTPC009017,www.iscapizzi.gov.it,https://www.iscapizzi.edu.it
POPS00301V,www.livi.prato.it,https://www.liviprato.edu.it/
MIRI00801T,www.iisaltierospinelli.it,https://iisaltierospinelli.it/
RMPS12000G,www.liceopeanoroma.gov.it,https://liceopeanoroma.edu.it/
RMTF02202E,www.vonneumann.gov.it,https://www.vonneumann.edu.it
BGTD00801T,www.maironidaponte.gov.it,https://www.maironidaponte.edu.it
RERI003019,www.istitutogobetti.it,https://www.istitutogobetti.it
FRPC00101C,www.iismartinofiletico.gov.it,https://www.iismartinofiletico.edu.it
APRH01601N,www.liceotco.gov.it,https://www.liceotco.edu.it
SSRI018012,www.iisalghero.gov.it,https://iisalghero.edu.it/
GETF01601X,www.gastaldi-abba.gov.it,https://www.gastaldi-abba.edu.it
PDPS00301Q,www.cattaneo-mattei.edu.it,https://www.cattaneo-mattei.edu.it
CSTD06901P,www.iispezzullo.gov.it,http://www.iispezzullo.it/
NATD144012,www.itcgpareto.com,https://www.itcgpareto.com
SATD07201Q,www.iisvicodevivo.gov.it,https://www.iisvicodevivo.edu.it
RMSL087013,www.istitutoframmartino.gov.it,https://www.istitutoframmartino.edu.it
NARH250003,http//www.istitutoalberghierougotognazzi.gov.it/,https://www.istitutoalberghierougotognazzi.edu.it/
REPS003014,www.istitutogobetti.it,https://www.istitutogobetti.it
BOPS00901Q,www.isicast.gov.it/,https://isicast.edu.it/
MIRC102013,www.marignonipolo.edu.it,https://www.marignonipolo.edu.it
TVPC01701L,www.isisociali.it,https://www.isisociali.it
RMPS520003,WWW.LICEOPRIMOLEVI.GOV.IT,https://www.LICEOPRIMOLEVI.edu.IT
CRTL003013,www.iisghisleri-cr.gov.it,https://www.iisghisleri-cr.edu.it
LTTF01301G,www.iismarconilatina.edu.it,https://www.iismarconilatina.edu.it
GRPS00901A,www.daverrazzano.it,https://www.daverrazzano.it
NAPS78000D,www.liceolabriolanapoli.edu.it,https://www.liceolabriolanapoli.edu.it
MOTF01801E,www.istitutocorni.gov.it,https://www.istitutocorni.edu.it
UDRI01401T,www.isisfermosolari.it,https://www.isisfermosolari.it
RCRA00101R,www.isfamiliari.it,https://www.isfamiliari.it
BATD05901N,www.marcopolobari.it,https://www.marcopolobari.it
RCPS010001,www.liceovinci.eu,https://www.liceovinci.eu
CRPC02000A,www.liceomanin-cr.gov.it,https://liceomanin-cr.edu.it/
TOTF013016,www.bodoniparavia.it,https://www.bodoniparavia.it
PZPS01901V,www.liceimarsicoviggiano.edu.it,https://www.liceimarsicoviggiano.edu.it
TATD02101X,www.donmilanipertini.edu.it,https://www.donmilanipertini.edu.it
BGPS17000D,www.liceoamaldi.gov.it,https://www.liceoamaldi.edu.it
BRTH020006,www.itisff.it,https://www.itisff.it
CETF02801G,http//www.isisscontiaversa.gov.it,https://www.isisscontiaversa.edu.it
GRPS00701P,www.scuoletoscane.it,https://www.scuoletoscane.it
MIRC12000G,www.ipfalck.it,https://www.ipfalck.it
RMTD19000N,itbuonarroti.gov.it,https://www.itbuonarroti.edu.it
LORC00401D,www.iisvolta.edu.it,https://www.iisvolta.edu.it
FRTD00101B,www.iismartinofiletico.gov.it,https://www.iismartinofiletico.edu.it
PDRC003018,www.cattaneo-mattei.edu.it,https://www.cattaneo-mattei.edu.it
PRTF010006,www.itis.pr.it,https://www.itis.pr.it
CERI018014,www.isisstaddeodasessa.gov.it,https://www.isisstaddeodasessa.edu.it
BAPC030002,www.liceocagnazzi.it,https://liceocagnazzi.edu.it/
BOPS04000P,www.liceosabin.edu.it,https://liceosabin.edu.it/
LETD00301C,www.salveminialessano.it,https://www.qubodisco.it/
GRTH00901X,www.daverrazzano.it,https://www.daverrazzano.it
NATF040003,www.itibarsanti.it,https://www.itibarsanti.it
BSRC01201P,www.donmilanimontichiari.gov.it,https://www.donmilanimontichiari.edu.it
BAPS11000R,www.liceovecchi.it,https://www.liceovecchi.it
BRPC04000P,WWW.itncarnarobrindisi.edu.it,https://www.itncarnarobrindisi.edu.it
MITN102018,www.marignonipolo.edu.it,https://www.marignonipolo.edu.it
RMPS05101B,www.iisbraschiquarenghi.altervista.org,https://www.iisbraschiquarenghi.altervista.org
TSPC00401R,www.carducci-ts.it,https://www.carducci-ts.it
LTRC00701P,www.istitutocaboto.gov.it,https://www.istitutocaboto.edu.it
BAPS05901T,wwww.marcopolobari.it,https://www.marcopolobari.it
AVTF070004,www.itisguidodorso.gov.it,https://www.itisguidodorso.edu.it
VEPS023013,istitutobrunofranchetti.edu.it,http://istitutobrunofranchetti.edu.it/lbf/
RMPS10000A,www.liceofrancescodassisi.gov.it,https://www.liceofrancescodassisi.edu.it
CLPM018015,www.istitutoeschilogela.gov.it,https://www.istitutoeschilogela.edu.it
BSRA03801X,www.iisleinaudi.gov.it,https://iisleinaudi.edu.it/
PGPC05000A,www.liceoplinioilgiovane.gov.it,https://www.liceoplinioilgiovane.edu.it
GEPC04000E,www.liceomazzinigenova.gov.it,https://www.liceomazzinigenova.edu.it
CBPS00201D,www.liceopagano.gov.it,https://www.liceopagano.edu.it
VRTD011029,www.istitutobolisani.it,https://www.istitutobolisani.it
VTPS01303R,www.ioleonardodavinci.gov.it,https://www.ioleonardodavinci.edu.it
CRPM02000E,www.liceoanguissola.gov.it,https://www.liceoanguissola.edu.it
AQRI007011,www.iisdavincicolecchiaq.gov.it,https://www.iisdavincicolecchiaq.edu.it
MIRC12001L,www.ipfalck.it,https://www.ipfalck.it
RMTF11401B,WWW.ITISCIVITAVECCHIA.IT,https://www.ITISCIVITAVECCHIA.IT
RMPC06401A,www.liceoblaisepascal.it,https://www.liceoblaisepascal.it
LERI03301N,www.iissparabita.it,http://www.iissparabita.edu.it/
GEPS014016,www.calvino.ge.it,https://calvino.edu.it/
FGRC06101P,www.liceorispolitondi.edu.it,https://www.liceorispolitondi.edu.it
ARRC00701V,www.tecnicoprofessionalearezzo.gov.it/,https://www.tecnicoprofessionalearezzo.edu.it/
VRTD05000T,www.einaudivr.it,https://www.einaudivr.it
BOPS02001E,https//www.liceofermibo.gov.it/,https://www.liceofermibo.edu.it/
ISTF013026,www.isissgiordano.gov.it,https://www.isissgiordano.edu.it
PGTF040001,www.ittfoligno.it,https://www.ittfoligno.it
MISL01000C,liceoartisticodibrera.com,http://www.liceoartisticodibrera.edu.it/
CTPS00901A,www.iscapizzi.gov.it,https://www.iscapizzi.edu.it
POSD003019,www.livi.prato.it,https://www.liviprato.edu.it/
TOTF051011,www.itisavogadro.it,https://itisavogadro.it/
SATF013016,www.istitutocicerone.gov.it,https://www.istitutocicerone.edu.it
CTTF01601G,WWW.isfrancescoredi.gov.it,https://www.isfrancescoredi.edu.it
RGPS01000R,www.liceofermirg.gov.it,https://www.liceofermirg.edu.it
MTTD004014,www.iiscarlolevi.gov.it,https://www.iiscarlolevi.edu.it
MEPS009026,www.istitutosuperioreminutoli.edu.it,https://www.istitutosuperioreminutoli.edu.it/wordpress/
APSL001013,www.liceoartisticopreziottilicini.gov.it,https://liceoartisticopreziottilicini.edu.it/
VVRH00302D,www.iiseinaudi.gov.it,https://www.iiseinaudi.edu.it
NATF11301L,www.nittiportici.it,https://www.nittiportici.it
VETF008013,www.ptpvenezia.gov.it,https://www.ptpvenezia.edu.it
VATD009016,www.superiorisesto.it,http://www.superiorisesto.edu.it/web/index.php/it/old/120-MISC/221-redirect-vecchio-sito?
CTSL01005G,www.liceoartisticocatania.gov.it,https://www.liceoartisticocatania.edu.it
CLPC018011,www.istitutoeschilogela.gov.it,https://www.istitutoeschilogela.edu.it
RETD09000V,www.scaruffilevitricolore.gov.it,https://www.scaruffilevitricolore.edu.it
FRRC027018,www.iisbaronio.gov.it,https://iisbaronio.edu.it/
GRTD00701E,www.scuoletoscane.it,https://www.scuoletoscane.it
LEPC120003,www.itdeleddalecce.edu.it,https://www.itdeleddalecce.edu.it
TORI014015,www.alberti-porro.gov.it,https://www.porropinerolo.edu.it
VCRH040019,www.ipssar-gpastore.it,http://www.ipssar-gpastore.edu.it
PDTL010004,www.itbelzoni.edu.it,https://www.itbelzoni.edu.it
BAPC150004,www.liceosocratebari.edu.it,https://liceosocratebari.edu.it/
ALPS001011,www.istitutoparodi.gov.it,https://www.istitutoparodi.edu.it
VBTF003014,htpp//www.marconigalletti.it,https://www.marconigalletti.it
VARI00901G,www.superiorisesto.it,http://www.superiorisesto.edu.it/web/index.php/it/old/120-MISC/221-redirect-vecchio-sito?
SATN05603T,marinigioia.edu.it,https://www.marinigioia.edu.it
RCRA026026,www.boccionifermi.it,https://www.boccionifermi.it
BOPS02000D,https//www.liceofermibo.gov.it/,https://www.liceofermibo.edu.it/
CZPS002018,http//www.iismajoranagirifalco.gov.it,https://www.iismajoranagirifalco.edu.it
PGTF19000V,www.franchettisalviani.it,https://www.franchettisalviani.it
NAPS144016,https//www.itidavinci.edu.it/,https://www.itidavinci.edu.it/
PVTF009018,www.istitutomaserati.gov.it,https://www.istitutomaserati.edu.it
MIRI21002L,www.ipsiacernusco.gov.it,https://ipsiacernusco.edu.it/
VRPS01101C,www.istitutobolisani.it,https://www.istitutobolisani.it
TSPM004011,www.carducci-ts.it,https://www.carducci-ts.it
NASL03201X,WWW.liceoettoremajorana.gov.it,https://www.liceoettoremajorana.edu.it
FERC01301P,www.einaudiferrara.it,https://www.einaudiferrara.it
CETD01801P,http//www.isisstaddeodasessa.gov.it,https://www.isisstaddeodasessa.edu.it
CTTF01701B,ww.vaccarinict.it,https://www.vaccarinict.it
TOPS05101V,www.itisavogadro.it,https://itisavogadro.it/
RMPS50000T,www.liceoaristotele.it,?&device=pc
BSTF03701L,www.iiscastelli.gov.it,https://www.iiscastelli.edu.it
RMPS09301D,www.iismargheritahack.gov.it,https://www.iismargheritahack.edu.it
GRRI00801Q,www.islotti.gov.it,https://www.islotti.edu.it
PDSD01801X,www.meuccifanoli.gov.it,https://www.meuccifanoli.edu.it
METL00901B,www.istitutosuperioreminutoli.gov.it,https://www.istitutosuperioreminutoli.edu.it/wordpress/
SVPS002011,www.liceodellarovere.gov.it,https://www.liceodellarovere.edu.it
PITF00801V,http//wwwwww.davincifascetti.it/,https://www.davincifascetti.it/
BRPM010003,www.liceopalumbo.edu.it,https://www.liceopalumbo.edu.it
TOTD06602D,www.gmca.gov.it,https://gmca.edu.it/
LEPC03000R,www.liceopalmieri.edu.it,https://www.liceopalmieri.edu.it
RMPM016015,http//www.ist7chiese.gov.it,https://www.ist7chiese.edu.it
SARA011012,www.iispisacanesapri.gov.it,https://www.iispisacanesapri.edu.it
BATF230001,http//www.panettipitagora.gov.it/,https://www.panettipitagora.edu.it/
SITF020002,www.sarrocchi.it,https://www.sarrocchi.edu.it/
LEPS034018,www.fermilecce.gov.it,https://www.fermilecce.edu.it
BOPC030001,www.liceominghetti.gov.it,https://www.liceominghetti.edu.it
RMRI033013,www.istitutocarlourbani.it,https://www.periferiamonews.com/
LTPC02601C,www.gobetti-delibero.edu.it,https://www.gobetti-delibero.edu.it
GEPC01000P,www.liceodoria.it,https://www.liceodoria.it
BATD02901T,www.iissfiore.gov.it,https://www.iissfiore.edu.it
TORI013019,www.bodoniparavia.it,https://www.bodoniparavia.it
ALRI006019,www.iislevimontalcini.it,https://www.iislevimontalcini.edu.it/
VTRH01202N,www.iisfarnese.it,https://www.iisfarnese.it
BATH042012,www.iissvespuccimolfetta.edu.it,https://www.iissvespuccimolfetta.edu.it
VCRH040008,www.ipssar-gpastore.gov.it,https://alberghieropastore.edu.it/
MIRC12002N,www.ipfalck.it,https://www.ipfalck.it
RMPS114019,www.e-torricelli.it,https://www.annatawine.com/
VBPS003012,http//www.marconigalletti.it,https://www.marconigalletti.it
BSTD012012,www.donmilanimontichiari.gov.it,https://www.donmilanimontichiari.edu.it
TPPS00901A,www.istitutosuperioreferro.gov.it,https://www.istitutosuperioreferro.edu.it
ISTF013015,www.fermimattei.gov.it,https://www.fermimattei.edu.it
RCRC026025,www.boccionifermi.it,https://www.boccionifermi.it
TESL01201L,liceoartisticoteramo.it,https://www.liceoartisticoteramo.it
FOPS010006,www.liceorighicesena.edu.it,https://www.liceorighicesena.edu.it
VVPS00301P,www.iiseinaudi.gov.it,https://www.iiseinaudi.edu.it
PIPC00701T,www.iisgalileipacinotti.gov.it,https://iisgalileipacinotti.edu.it/
BGRA03101L,http//www.iisrigonistern.it,https://www.iisrigonistern.it
VBRI003017,http//www.marconigalletti.it,https://www.marconigalletti.it
KRPS040001,www.iostrongolikr.edu.it,https://iostrongolikr.edu.it/
CSPS06901V,www.iispezzullo.it,https://www.iispezzullo.it
CEPS140011,liceosianiaversa.gov.it,https://www.liceosianiaversa.edu.it
FETF013018,www.einaudiferrara.it,https://www.einaudiferrara.it
MIRC061023,www.ipcbellisario.it,https://www.ipcbellisario.it
VRPM00801N,www.guarinoveronese.it,https://www.guarinoveronese.edu.it/
RMRC093012,www.iismargheritahack.gov.it,https://www.iismargheritahack.edu.it
VVTF04000P,www.omnicomprensivobrunovinci.edu.it,https://www.omnicomprensivobrunovinci.edu.it
CZSD00201P,https//www.iismajoranagirifalco.edu.it,https://www.iismajoranagirifalco.edu.it
SAPS01102D,www.iispisacanesapri.gov.it,https://www.iispisacanesapri.edu.it
SARA01301N,www.istitutocicerone.gov.it,https://www.istitutocicerone.edu.it
CTRI01601P,WWW.isfrancescoredi.gov.it,https://www.isfrancescoredi.edu.it
RCTD120008,www.itepiria.gov.it,https://itepiria.edu.it/
CRRI011011,www.sraffacrema.gov.it,https://www.sraffacrema.edu.it
PGRH028013,www.iiscittadicastello.gov.it,https://www.iiscittadicastello.edu.it
RETD02000L,www.einaudicorreggio.gov.it,https://www.einaudicorreggio.edu.it
BRTD00901P,www.salveminionline.gov.it,https://www.salveminionline.edu.it
PDPS00302R,www.cattaneo-mattei.edu.it,https://www.cattaneo-mattei.edu.it
BATD02902V,www.iissfiore.gov.it,https://www.iissfiore.edu.it
MCRI05002R,ipiapocognoni.gov.it,https://www.ipiapocognoni.edu.it
VRSL03000N,www.artevr.it,https://www.artevr.it/j3/
AVTD009013,einaudicervinara.net,https://www.einaudicervinara.net
GEPC020009,www.liceocolombogenova.edu.it,https://www.liceocolombogenova.edu.it
MISL03000N,www.liceoartisticoboccioni.gov.it,https://www.liceoartisticoboccioni.edu.it
FGRI01101A,iisspavoncelli.gov.it,https://iisspavoncelli.edu.it/
BARI04201N,www.iissvespuccimolfetta.edu.it,https://www.iissvespuccimolfetta.edu.it
NUTD016015,www.liceolanusei.gov.it,https://www.liceolanusei.edu.it
LUPM019011,www.liceochinimichelangelo.gov.it,https://www.liceochinimichelangelo.edu.it
NAPC33000T,www.liceocarduccinola.gov.it,https://www.liceocarduccinola.edu.it
BRRH01000Q,alberghierobrindisi.it,https://www.alberghierobrindisi.it
CTRC03401G,www.defeliceolivetti.it,https://www.defeliceolivetti.it
RMPS48000T,www.liceotalete.edu.it,https://www.liceotalete.edu.it
PGTF010005,www.avolta.pg.it,https://www.avoltapg.edu.it/
TVTD02401P,www.iiseinaudiscarpa.gov.it,https://www.iiseinaudiscarpa.edu.it
MSTD01801V,www.iismeuccimassa.it,https://www.iismeuccimassa.it
SATL01301A,www.istitutocicerone.gov.it,https://www.istitutocicerone.edu.it
FOPS010028,www.liceorighicesena.edu.it,https://www.liceorighicesena.edu.it
CEPM01801X,http//www.isisstaddeodasessa.gov.it,https://www.isisstaddeodasessa.edu.it
MNTD007015,www.istitutosanfelice.gov.it,https://www.istitutosanfelice.edu.it
FRPS010009,www.francescoseveri.it,https://www.francescoseveri.it
CEPS130009,www.segresancipriano.gov.it,https://www.segresancipriano.edu.it
SPTD110027,www.fossatidapassano.it,https://www.fossatidapassano.edu.it/
RATD00301D,http//www.iispololugo.gov.it/,https://www.iispololugo.edu.it/
VITD030008,www.istitutopasini.gov.it,https://www.istitutopasini.edu.it
PDPS01701N,www.istitutoalberti.gov.it,https://istitutoalberti.edu.it/
MSPM00101P,www.liceorossi.it,https://www.liceorossi.it
CORI00901T,www.davinciripamonti.gov.it,https://davinciripamonti.edu.it/
APSD00101L,www.liceoartisticopreziottilicini.gov.it,https://liceoartisticopreziottilicini.edu.it/
RCTF05000D,www.itirc.it/,https://www.itirc.it/
BGTF01201Q,www.istitutofantoni.it,https://www.istitutofantoni.it
PIRI008012,www.davincifascetti.it,https://www.davincifascetti.it
PTTD01000E,www.itsmarchiforti.gov.it,https://www.itsmarchiforti.edu.it
FITN02301T,www.chinochini.it,https://www.chinochini.it
BNTF010008,www.itilucarelli.gov.it,https://www.itilucarelli.edu.it
CRRC011018,www.sraffacrema.gov.it,https://www.sraffacrema.edu.it
LETF03401A,www.fermilecce.gov.it,https://www.fermilecce.edu.it
LTTD02601B,WWW.gobetti-delibero.edu.it,https://www.gobetti-delibero.edu.it
FGTA01101E,iisspavoncelli.gov.it,https://iisspavoncelli.edu.it/
PATL02601V,www.rutellipa.it,https://rutellipa.it/
ENPM00801V,www.fortunatofedele.gov.it,https://www.fortunatofedele.edu.it
FOPC04000V,www.morgagni.cloud,https://www.morgagni.cloud
LEPC13000N,www.itdeleddalecce.edu.it,https://www.itdeleddalecce.edu.it
RMPC016011,www.ist7chiese.gov.it,https://www.ist7chiese.edu.it
CRTF01102V,www.sraffacrema.gov.it,https://www.sraffacrema.edu.it
MOPS02000B,www.liceotassoni.edu.it,https://www.liceotassoni.edu.it
ATTD00202P,www.pellatinizza.gov.it,https://www.pellatinizza.edu.it
NAPC33001V,WWW.LICEOCARDUCCINOLA.GOV.IT,https://www.LICEOCARDUCCINOLA.edu.IT
PRTD001016,www.zappafermi.gov.it,https://www.zappafermi.edu.it
BRRH01002T,alberghierobrindisi.it,https://www.alberghierobrindisi.it
MIPS06101D,www.iisbellisario.gov.it,https://www.iisbellisario.edu.it
MOTD01601L,www.elsamorantesassuolo.gov.it,https://www.elsamorantesassuolo.edu.it
VTTD01201P,www.iisfarnese.it,https://www.iisfarnese.it
MISL011019,www.russell-fontana.gov.it,https://www.russell-fontana.edu.it
RIPC009017,www.icminervinisisti.it,https://www.icminervinisisti.edu.it/
IMTN00601C,www.ruffiniaicardi.it,https://www.ruffiniaicardi.it
NAPM00101C,www.istitutopacioli.edu.it,https://www.istitutopacioli.edu.it
RMTD05901T,www.isisdivittorio.gov.it,https://www.isisdivittorio.edu.it
LETF051014,www.itdeleddalecce.gov.it,https://www.itdeleddalecce.edu.it
FGRI16002D,https//www.istitutocomprensivobovino.edu.it/,https://omnicomprensivobovino.edu.it/
RATF007013,www.itipfaenza.gov.it,https://www.itipfaenza.edu.it
NATF10000D,https//www.itirenatoelia.edu.it/,https://www.itirenatoelia.edu.it/
SORH00203C,www.iisalbertibormio.gov.it,https://www.iisalbertibormio.edu.it
ARRI004014,www.liceocastiglione.it,https://www.liceocastiglione.it
CHTF01101V,www.iisdavincidegiorgio.it,https://www.iisdavincidegiorgio.edu.it/
MNPS007019,www.istitutosanfelice.gov.it,https://www.istitutosanfelice.edu.it
SARC067022,www.iismatteifortunato.gov.it,https://www.iismatteifortunato.edu.it
PRTA00201G,www.poloagroindustriale.gov.it,https://www.poloagroindustriale.edu.it
MIPM03000T,http//www.liceoagnesimilano.edu.it,https://www.liceoagnesimilano.edu.it
CLRI01602P,www.iishodierna.edu.it,https://www.iishodierna.edu.it
BATF26000R,http//www.iissvoltadegemmis.gov.it,https://www.iissvoltadegemmis.edu.it
CERH00403R,WWW.matteiaversa.it,https://www.matteiaversa.edu.it/
AGTF02601R,www.iiss-archimede.gov.it,https://www.iiss-archimede.edu.it
GRRI001011,www.isufol.net,https://www.isufol.net
RCTF030008,www.itispolistena.edu.it,https://www.itispolistena.edu.it
METD037015,www.liceoluciopiccolo.edu.it,https://www.liceoluciopiccolo.edu.it
AVRI00901C,einaudicervinara.net,https://www.einaudicervinara.net
PRPS04000X,www.liceoulivi.it,https://www.liceoulivi.it
PTTD020005,www.itcsfilippopacini.edu.it,https://www.itcsfilippopacini.edu.it
TVTF007017,www.iisvittorioveneto.gov.it,https://www.iisvittorioveneto.edu.it
ALTL00601A,www.sobrero.edu.it,https://www.sobrero.edu.it
NORI00601P,www.iisnervi.it,https://www.iisnervi.it
UDPS011015,www.linussio.gov.it,https://www.linussio.edu.it
VITD05000D,www.einaudibassano.gov.it,https://www.einaudibassano.edu.it
MCRI05000P,ipiapocognoni.gov.it,https://www.ipiapocognoni.edu.it
MITD330007,www.primolevibollate.edu.it,https://www.primolevibollate.edu.it
PAPS02601L,www.rutellipa.it,https://rutellipa.it/
VEPC00301P,www.majoranacorner.gov.it,https://www.majoranacorner.edu.it
VTRH01201L,www.iisfarnese.it,https://www.iisfarnese.it
FRPM070002,www.liceovarronecassino.it,https://www.liceovarronecassino.it
LETD04901T,www.iisslfb.gov.it,https://www.iisslfb.edu.it
CTTD03401V,www.defeliceolivetti.it,https://www.defeliceolivetti.it
CEPS14000X,liceosianiaversa.edu.it,https://www.liceosianiaversa.edu.it
MIPS01101C,www.russell-fontana.gov.it,https://www.russell-fontana.edu.it
FOPM05000N,www.liceoalpi.edu.it,https://www.liceoalpi.edu.it
TAPM020008,www.liceovittorino.gov.it,https://www.liceovittorino.edu.it
PCTA00201P,www.campusagroalimentarepiacenza.it,https://www.campusagroalimentarepiacenza.it
FGRI16001C,https//www.istitutocomprensivobovino.edu.it/,https://omnicomprensivobovino.edu.it/
SOTD00201C,www.iisalbertibormio.gov.it,https://www.iisalbertibormio.edu.it
ARRI00701G,www.tecnicoprofessionalearezzo.gov.it/,https://www.tecnicoprofessionalearezzo.edu.it/
REPS00601G,www.russell.gov.it,https://www.russell.edu.it
RARC003016,WWW.IISPOLOLUGO.GOV.IT,https://www.IISPOLOLUGO.edu.IT
AGRC01601L,www.iissarena.gov.it,https://www.iissarena.edu.it
